Id,Name,Latitude,Longitude,Country,CountryCode,Status,ReactorType,ReactorModel,ConstructionStartAt,OperationalFrom,OperationalTo,Capacity,LastUpdatedAt,Source,IAEAId
434,Lianyungang-2,,,China,CN,Planned,PWR,,,,,,,WNA,
584,Rostov-2 (Volgodonsk-2),47.599,42.373,Russia,RU,Operational,PWR,VVER V-320,1983-05-01,2010-12-10,,950.0,2015-05-24T04:51:35+03:00,WNA/IAEA,505.0
444,Loviisa-1,60.372,26.342,Finland,FI,Operational,PWR,VVER V-213,1971-05-01,1977-05-09,,420.0,2015-05-24T04:50:50+03:00,WNA/IAEA,157.0
645,Smolensk-3,54.169,33.245,Russia,RU,Operational,LWGR,RBMK-1000,1984-05-01,1990-10-12,,925.0,2015-05-24T04:51:36+03:00,WNA/IAEA,508.0
336,Ikata-2,33.491,132.309,Japan,JP,Shutdown,PWR,M (2-loop),1978-08-01,1982-03-19,2018-05-23,538.0,2019-06-02T20:18:50+03:00,WNA/IAEA,358.0
658,St. Lucie-1,27.348,-80.244,United States,US,Operational,PWR,CE 2LP (DRYAMB),1970-07-01,1976-12-21,,830.0,2017-02-10T23:58:47+02:00,WNA/IAEA,670.0
81,Browns Ferry-2,34.704,-87.119,United States,US,Operational,BWR,BWR-4 (Mark 1),1967-05-01,1975-03-01,,1065.0,2015-05-24T04:51:42+03:00,WNA/IAEA,618.0
150,Chooz-B2,50.086,4.792,France,FR,Operational,PWR,N4 REP 1450,1985-12-31,2000-09-29,,1455.0,2015-05-24T04:51:06+03:00,WNA/IAEA,226.0
353,Kaiga-4,14.865,74.438,India,IN,Operational,PHWR,Horizontal Pressure Tube type,2002-05-10,2011-01-20,,202.0,2015-05-24T04:54:06+03:00,WNA/IAEA,292.0
363,Kalinin-4,57.903,35.057,Russia,RU,Operational,PWR,VVER V-320,1986-08-01,2012-12-25,,950.0,2015-05-24T04:51:35+03:00,WNA/IAEA,496.0
435,Limerick-1,40.225,-75.584,United States,US,Operational,BWR,BWR-4 (Mark 2),1974-06-19,1986-02-01,,1055.0,2015-05-24T04:51:47+03:00,WNA/IAEA,678.0
422,LaSalle-2,41.246,-88.672,United States,US,Operational,BWR,BWR-5 (Mark 2),1973-09-10,1984-10-19,,1078.0,2015-05-24T04:51:48+03:00,WNA/IAEA,693.0
441,Lingen,52.483,7.302,Germany,DE,Shutdown,BWR,BWR with fossil fuel-fired superheater,1964-10-01,1968-10-01,1977-01-05,183.0,2021-02-14T03:47:53+02:00,WNA/IAEA,133.0
492,Novovoronezh-4,51.275,39.206,Russia,RU,Operational,PWR,VVER V-179,1967-07-01,1973-03-24,,385.0,2015-05-24T04:51:32+03:00,WNA/IAEA,448.0
135,Chernobyl-1,51.389,30.103,Ukraine,UA,Shutdown,LWGR,RBMK,1970-03-01,1978-05-27,1996-11-30,925.0,2015-05-24T04:51:39+03:00,WNA/IAEA,568.0
384,Koeberg-1,-33.677,18.433,South Africa,ZA,Operational,PWR,CP1,1976-07-01,1984-07-21,,921.0,2015-05-24T04:51:50+03:00,WNA/IAEA,836.0
642,Sizewell-C2,52.21939,1.6238,United Kingdom,GB,Planned,PWR,,,,,,,WNA,
487,Novovoronezh 2-1,51.273,39.197,Russia,RU,Operational,PWR,VVER V-392M,2008-06-24,2017-02-27,,1114.0,2019-11-22,WNA/IAEA,898.0
56,Biblis-B,49.709,8.415,Germany,DE,Shutdown,PWR,PWR,1972-02-01,1977-01-31,2011-08-06,1178.0,2015-05-24T04:50:42+03:00,WNA/IAEA,91.0
430,Leningrad-2,59.837,29.039,Russia,RU,Shutdown,LWGR,RBMK-1000,1970-06-01,1976-02-11,2020-11-10,925.0,2021-01-06T01:19:47+02:00,WNA/IAEA,475.0
611,Shaoguan-1,,,China,CN,Planned,PWR,,,,,,,WNA,
681,Tarapur-3,19.834,72.657,India,IN,Operational,PHWR,Horizontal Pressure Tube Type,2000-05-12,2006-08-18,,502.0,2015-05-24T04:54:06+03:00,WNA/IAEA,300.0
559,Qinshan-2-2 (Qinshan 3),30.44,120.95,China,CN,Operational,PWR,CNP-600,1997-04-01,2004-05-03,,610.0,2015-05-24T04:50:40+03:00,WNA/IAEA,66.0
377,Kashiwazaki Kariwa-7,37.434,138.598,Japan,JP,Suspended Operation,BWR,ABWR,1993-07-01,1997-07-02,,1315.0,2023-08-28T08:01:45+03:00,WNA/IAEA,384.0
590,Rivne-4,51.326,25.9,Ukraine,UA,Operational,PWR,VVER V-320,1986-08-01,2006-04-06,,950.0,2023-08-28T08:51:40+03:00,WNA/IAEA,589.0
298,Hanul-5,37.09,129.384444,South Korea,KR,Operational,PWR,OPR-1000,1999-10-01,2004-07-29,,950.0,2022-04-21T20:26:19+03:00,IAEA,404.0
539,Philippsburg-1,49.253,8.432,Germany,DE,Shutdown,BWR,BWR-69,1970-10-01,1980-03-26,2011-08-06,864.0,2015-05-24T04:50:42+03:00,WNA/IAEA,87.0
61,Bilibino-4,68.059,166.492,Russia,RU,Operational,LWGR,EGP-6,1970-01-01,1977-01-01,,11.0,2015-05-24T04:51:33+03:00,WNA/IAEA,470.0
580,Ringhals-4,57.259,12.111,Sweden,SE,Operational,PWR,WH 3LP,1973-11-01,1983-11-21,,1130.0,2021-04-20T02:47:37+03:00,WNA/IAEA,529.0
379,Khmelnitski-1,50.301,26.649,Ukraine,UA,Operational,PWR,VVER V-320,1981-11-01,1988-08-13,,950.0,2015-05-24T04:51:40+03:00,WNA/IAEA,573.0
726,Vandellos-1,40.949,0.867,Spain,ES,Shutdown,GCR,,1968-06-21,1972-08-02,1990-07-31,480.0,2015-05-24T04:50:49+03:00,WNA/IAEA,150.0
385,Koeberg-2,-33.677,18.433,South Africa,ZA,Operational,PWR,CP1,1976-07-01,1985-11-09,,921.0,2015-05-24T04:51:50+03:00,WNA/IAEA,837.0
445,Loviisa-2,60.372,26.342,Finland,FI,Operational,PWR,VVER V-213,1972-08-01,1981-01-05,,420.0,2015-05-24T04:50:50+03:00,WNA/IAEA,158.0
536,Penly-3,49.977611,1.21409,France,FR,Planned,PWR,,,,,,,WNA,
653,St. Alban-2,45.404,4.754,France,FR,Operational,PWR,P4 REP 1300,1979-07-31,1987-03-01,,1335.0,2015-05-24T04:51:01+03:00,WNA/IAEA,205.0
453,McGuire-2,35.433,-80.946,United States,US,Operational,PWR,WH 4LP (ICECND),1971-04-01,1984-03-01,,1180.0,2017-02-10T23:58:55+02:00,WNA/IAEA,691.0
206,Enrico Fermi,45.183333,8.283333,Italy,IT,Shutdown,PWR,WH 4LP,1961-07-01,1965-01-01,1990-07-01,247.0,2017-02-10T23:56:19+02:00,IAEA,326.0
533,Pengze-2,,,China,CN,Planned,PWR,AP-1000,,,,,,WNA,
92,Brunswick-1,33.958,-78.007,United States,US,Operational,BWR,BWR-4 (Mark 1),1970-02-07,1977-03-18,,821.0,2015-05-24T04:51:46+03:00,WNA/IAEA,662.0
249,Genkai-3,33.518,129.837,Japan,JP,Operational,PWR,M (4-loop),1988-06-01,1994-03-18,,1127.0,2015-05-24T04:51:29+03:00,WNA/IAEA,372.0
183,Doel-4,51.323,4.259,Belgium,BE,Operational,PWR,WH 3LP,1978-12-01,1985-07-01,,1000.0,2017-02-10T23:55:43+02:00,WNA/IAEA,14.0
411,Kumharia-4,,,India,IN,Planned,PHWR,,,,,,,WNA,
367,Kaminoseki-1,,,Japan,JP,Planned,ABWR,,,,,,,WNA,
398,Kozloduy-5,43.744,23.776,Bulgaria,BG,Operational,PWR,VVER V-320,1980-07-09,1988-12-23,,953.0,2022-04-21T20:26:19+03:00,WNA/IAEA,20.0
160,Cruas-2,44.634,4.757,France,FR,Operational,PWR,CP2,1978-11-15,1985-04-01,,915.0,2015-05-24T04:50:59+03:00,WNA/IAEA,199.0
70,Bohunice-A1,48.494,17.687,Slovakia,SK,Shutdown,HWGCR,KS 150,1958-08-01,1972-12-25,1977-02-22,110.0,2015-05-24T04:51:38+03:00,WNA/IAEA,543.0
311,Higashi Dori-2 (Tokyo),41.1856,141.389,Japan,JP,Planned,ABWR,,,,,,,WNA,
133,CHASNUPP-3,32.392,71.465,Pakistan,PK,Operational,PWR,CNP-300,2011-05-28,2016-12-06,,315.0,2021-06-07,WNA/IAEA,1044.0
45,Belleville-2,47.511,2.871,France,FR,Operational,PWR,P4 REP 1300,1980-08-01,1989-01-01,,1310.0,2015-05-24T04:51:02+03:00,WNA/IAEA,212.0
71,BONUS,18.365,-67.268,United States,US,Shutdown,BWR,Superheater,1960-01-01,1965-09-01,1968-06-01,17.0,2021-06-06,WNA/IAEA,703.0
267,Greifswald-3,54.143,13.668,Germany,DE,Shutdown,PWR,VVER V-230,1972-04-01,1978-05-01,1990-02-28,408.0,2015-05-24T04:50:47+03:00,WNA/IAEA,125.0
358,Kakrapar-3,21.236,73.351,India,IN,Operational,PHWR,PHWR-700,2010-11-22,,,630.0,2021-02-14T03:47:53+02:00,WNA/IAEA,986.0
424,Leibstadt,47.601,8.183,Switzerland,CH,Operational,BWR,BWR-6,1974-01-01,1984-12-15,,960.0,2015-05-24T04:50:39+03:00,WNA/IAEA,59.0
728,Vermont Yankee,42.779,-72.514,United States,US,Shutdown,BWR,BWR-4 (Mark 1),1967-12-11,1972-11-30,2014-12-29,514.0,2015-05-24T04:51:42+03:00,WNA/IAEA,626.0
137,Chernobyl-3,51.389,30.103,Ukraine,UA,Shutdown,LWGR,RBMK,1976-03-01,1982-06-08,2000-12-15,925.0,2015-05-24T04:51:40+03:00,WNA/IAEA,575.0
84,Bruce-2,44.341,-81.572,Canada,CA,Operational,PHWR,CANDU 791,1970-12-01,1977-09-01,,732.0,2022-04-21T20:26:19+03:00,WNA/IAEA,54.0
167,Dampierre-4,47.732,2.513,France,FR,Operational,PWR,CP1,1975-12-01,1981-11-20,,890.0,2015-05-24T04:50:53+03:00,WNA/IAEA,186.0
166,Dampierre-3,47.732,2.513,France,FR,Operational,PWR,CP1,1975-09-01,1981-05-27,,890.0,2015-05-24T04:50:53+03:00,WNA/IAEA,185.0
29,Balakovo-4,52.092,47.952,Russia,RU,Operational,PWR,VVER V-320,1984-04-01,1993-12-22,,950.0,2015-05-24T04:51:36+03:00,WNA/IAEA,527.0
452,McGuire-1,35.433,-80.946,United States,US,Operational,PWR,WH 4LP (ICECND),1971-04-01,1981-12-01,,1180.0,2017-02-10T23:58:55+02:00,WNA/IAEA,690.0
195,Dukovany-3,49.089,16.149,Czechia,CZ,Operational,PWR,VVER V-213,1979-03-01,1986-12-20,,420.0,2015-05-24T04:50:42+03:00,WNA/IAEA,80.0
246,GE Vallecitos,37.613056,-121.84,United States,US,Shutdown,BWR,25,1956-01-01,1957-10-19,1963-12-09,24.0,2021-06-06,IAEA,893.0
524,Paluel-1,49.857,0.635,France,FR,Operational,PWR,P4 REP 1300,1977-08-15,1985-12-01,,1330.0,2015-05-24T04:50:57+03:00,WNA/IAEA,191.0
321,Hongyanhe-2,39.797,121.4765,China,CN,Operational,PWR,CPR-1000,2008-03-28,2014-05-13,,1061.0,2015-08-23T03:28:28+03:00,WNA/IAEA/GEO,905.0
138,Chernobyl-4,51.389,30.103,Ukraine,UA,Shutdown,LWGR,RBMK,1979-04-01,1984-03-26,1986-04-26,925.0,2015-05-24T04:51:40+03:00,WNA/IAEA,576.0
419,Laguna Verde-1,19.719,-96.405,Mexico,MX,Operational,BWR,BWR-5,1976-09-30,1990-07-28,,780.0,2022-04-21T20:26:19+03:00,WNA/IAEA,420.0
447,Lungmen-1,25.038,121.924,Taiwan,TW,Suspended Construction,BWR,ABWR,1999-03-31,,,1300.0,2021-02-04T04:51:39+02:00,WNA/IAEA,560.0
142,Chinon-A2,47.232,0.167,France,FR,Shutdown,GCR,UNGG,1959-08-01,1965-02-24,1985-06-14,170.0,2015-05-24T04:50:53+03:00,WNA/IAEA,184.0
785,KANUPP-3,24.845,66.79,Pakistan,PK,Operational,PWR,ACP-1000,2016-05-31,2022-04-18,,1014.0,2022-09-24T22:33:57+03:00,IAEA,1068.0
7,Akkuyu-2,36.144444,33.541111,Türkiye,TR,Under Construction,PWR,VVER V-509,2020-04-08,,,1114.0,2020-08-31T01:39:56+03:00,Wikipedia/IAEA,1080.0
528,Pathfinder,43.603,-96.636,United States,US,Shutdown,BWR,Prototype,1959-01-01,1966-08-01,1967-10-01,59.0,2017-02-10T23:57:35+02:00,WNA/IAEA,598.0
448,Lungmen-2,25.038,121.924,Taiwan,TW,Suspended Construction,BWR,ABWR,1999-08-30,,,1300.0,2021-02-04T04:51:39+02:00,WNA/IAEA,561.0
292,Hanbit-5,35.405,126.41,South Korea,KR,Operational,PWR,OPR-1000,1997-06-29,2002-05-21,,950.0,2023-08-28T08:01:45+03:00,IAEA,402.0
74,Bradwell-1,51.742,0.899,United Kingdom,GB,Shutdown,GCR,MAGNOX,1957-01-01,1962-07-01,2002-03-31,150.0,2015-05-24T04:51:19+03:00,WNA/IAEA,266.0
744,Wolsong-4,35.71,129.476,South Korea,KR,Operational,PHWR,CANDU 6,1994-07-22,1999-10-01,,669.0,2022-04-21T20:26:19+03:00,WNA/IAEA,401.0
266,Greifswald-2,54.143,13.668,Germany,DE,Shutdown,PWR,VVER V-230,1970-03-01,1975-04-16,1990-02-14,408.0,2015-05-24T04:50:47+03:00,WNA/IAEA,124.0
147,Chinon-B4,47.232,0.167,France,FR,Operational,PWR,CP2,1981-02-01,1988-04-01,,905.0,2015-05-24T04:51:03+03:00,WNA/IAEA,214.0
595,San Onofre-3,33.368,-117.556,United States,US,Shutdown,PWR,CE (2-loop) DRYAMB,1974-03-01,1984-04-01,2013-06-07,1070.0,2015-05-24T04:54:11+03:00,WNA/IAEA,684.0
236,Fukushima Daini-4,37.315,141.024,Japan,JP,Shutdown,BWR,BWR-5,1981-05-28,1987-08-25,2019-09-30,1067.0,2020-04-18T04:46:52+03:00,WNA/IAEA,364.0
222,Forsmark-2,60.405,18.168,Sweden,SE,Operational,BWR,"AA-III, BWR-2500",1975-01-01,1981-07-07,,900.0,2018-03-10T14:51:47+02:00,WNA/IAEA,530.0
304,Heysham-A1,54.029,-2.912,United Kingdom,GB,Operational,GCR,AGR,1970-12-01,1989-04-01,,611.0,2015-05-24T04:51:18+03:00,WNA/IAEA,256.0
390,Kori-1,35.321,129.295,South Korea,KR,Shutdown,PWR,WH 60,1972-08-01,1978-04-29,2017-06-18,558.0,2017-09-25T03:19:42+03:00,WNA/IAEA,394.0
134,CHASNUPP-4,32.391944,71.461667,Pakistan,PK,Operational,PWR,CNP-300,2011-12-18,2017-09-19,,313.0,2021-06-07,IAEA,1045.0
636,Sinop-3,42.0,35.0,Türkiye,TR,Planned,PWR,ATMEA-1,,,,,,Wikipedia,
572,Rajasthan-6,24.876,75.608,India,IN,Operational,PHWR,Horizontal Pressure Tube type,2003-01-20,2010-03-31,,202.0,2015-05-24T04:54:06+03:00,WNA/IAEA,297.0
600,Sanming-1,,,China,CN,Planned,FBR,,,,,,,WNA,
762,Yanjiashan-1,,,China,CN,Planned,PWR,,,,,,,WNA,
749,Wuhu-2,,,China,CN,Planned,PWR,,,,,,,WNA,
42,Belene-1,43.62453,25.18675,Bulgaria,BG,Cancelled Construction,PWR,,1987-01-01,,,953.0,2021-02-14T00:57:00+02:00,WNA/IAEA,
701,Tomari-3,43.038,140.515,Japan,JP,Suspended Operation,PWR,M (3-loop),2004-11-18,2009-12-22,,866.0,2022-09-24T22:33:57+03:00,WNA/IAEA,856.0
110,Calvert Cliffs-1,38.435,-76.439,United States,US,Operational,PWR,CE 2LP (DRYAMB),1968-06-01,1975-05-08,,845.0,2017-02-10T23:58:35+02:00,WNA/IAEA,655.0
606,Sendai-2,31.834,130.193,Japan,JP,Operational,PWR,M (3-loop),1981-10-12,1985-11-28,,846.0,2015-05-24T04:51:29+03:00,WNA/IAEA,363.0
57,Big Rock Point,45.359,-85.195,United States,US,Shutdown,BWR,,1960-05-01,1963-03-29,1997-08-29,72.0,2015-05-24T04:51:41+03:00,WNA/IAEA,601.0
262,Gravelines-4,51.014,2.138,France,FR,Operational,PWR,CP1,1976-04-01,1981-10-01,,910.0,2015-05-24T04:50:53+03:00,WNA/IAEA,182.0
283,Hamaoka-2,34.621,138.141,Japan,JP,Shutdown,BWR,BWR-4,1974-06-14,1978-11-29,2009-01-30,814.0,2015-05-24T04:51:28+03:00,WNA/IAEA,349.0
413,Kuosheng-2,25.203,121.662,Taiwan,TW,Shutdown,BWR,BWR-6,1976-03-15,1983-03-16,2023-03-15,948.0,2023-08-28T08:01:45+03:00,WNA/IAEA,557.0
25,Atucha-2,-33.967,-59.209,Argentina,AR,Operational,PHWR,PHWR KWU,1981-07-13,2016-05-25,,692.0,2023-08-28T08:01:45+03:00,WNA/IAEA,5.0
287,Hamaoka-6,34.621,138.141,Japan,JP,Planned,ABWR,,,,,,,WNA,
354,Kaiga-5,14.868,74.4418,India,IN,Planned,PWR,,,,,,,WNA,
359,Kakrapar-4,21.236,73.351,India,IN,Under Construction,PHWR,PHWR-700,2010-11-22,,,630.0,2015-05-24T04:51:57+03:00,WNA/IAEA,987.0
52,Berkeley-2,51.692,-2.494,United Kingdom,GB,Shutdown,GCR,MAGNOX,1957-01-01,1962-10-20,1988-10-26,138.0,2015-05-24T04:51:19+03:00,WNA/IAEA,265.0
334,Ignalina-3,55.604,26.562,Lithuania,LT,Cancelled Construction,LWGR,RBMK-1500,1985-06-01,,,1380.0,2021-02-14T01:18:00+02:00,WNA/IAEA,
746,Wolsong-6,35.7101,129.481,South Korea,KR,Planned,PHWR,,,,,,,WNA,
780,Fangchenggang-3,21.6,108.3,China,CN,Operational,PWR,HPR1000,2015-12-24,2023-03-25,,1000.0,2023-08-28T08:01:45+03:00,IAEA,945.0
676,Taohuajiang-2,,,China,CN,Planned,PWR,AP-1000,,,,,,WNA,
337,Ikata-3,33.491,132.309,Japan,JP,Operational,PWR,M (3-loop),1990-10-01,1994-12-15,,846.0,2015-05-24T04:51:29+03:00,WNA/IAEA,374.0
288,Hanbit-1,35.405,126.41,South Korea,KR,Operational,PWR,WH F,1981-06-04,1986-08-25,,903.0,2022-04-21T20:26:19+03:00,IAEA,411.0
19,Armenian-1,40.182,44.147,Armenia,AM,Shutdown,PWR,VVER V-270,1969-07-01,1977-10-06,1989-02-25,376.0,2021-06-07,WNA/IAEA,1.0
588,Rivne-2,51.326,25.9,Ukraine,UA,Operational,PWR,VVER V-213,1973-10-01,1982-07-29,,384.0,2023-08-28T08:51:40+03:00,WNA/IAEA,571.0
743,Wolsong-3,35.71,129.476,South Korea,KR,Operational,PHWR,CANDU 6,1994-03-17,1998-07-01,,665.0,2022-04-21T20:26:19+03:00,WNA/IAEA,400.0
85,Bruce-3,44.341,-81.572,Canada,CA,Operational,PHWR,CANDU 750A,1972-07-01,1978-02-01,,750.0,2022-04-21T20:26:19+03:00,WNA/IAEA,30.0
62,Blayais-1,45.256,-0.691,France,FR,Operational,PWR,CP1,1977-01-01,1981-12-01,,910.0,2015-05-24T04:50:53+03:00,WNA/IAEA,187.0
586,Rostov-4 (Volgodonsk-4),47.599,42.373,Russia,RU,Operational,PWR,VVER V-320,2010-06-16,2018-09-28,,950.0,2019-06-02T20:19:20+03:00,WNA/IAEA,507.0
294,Hanul-1,37.09,129.384444,South Korea,KR,Operational,PWR,France CPI,1983-01-26,1988-09-10,,903.0,2022-04-21T20:26:19+03:00,IAEA,413.0
450,Maanshan-2,25.038,121.924,Taiwan,TW,Operational,PWR,WH 3LP (WE 312),1979-02-21,1985-05-18,,938.0,2021-04-20T02:47:37+03:00,WNA/IAEA,559.0
184,Donald Cook-1,41.975,-86.564,United States,US,Operational,PWR,WH 4LP (ICECDN),1969-03-25,1975-08-28,,1030.0,2017-02-10T23:58:31+02:00,WNA/IAEA,653.0
316,Hinkley Point-C1,51.2087,-3.1305,United Kingdom,GB,Under Construction,PWR,EPR-1750,2018-12-11,,,1630.0,2019-06-02T20:18:41+03:00,WNA/IAEA,1072.0
503,Oldbury-A1,51.649,-2.567,United Kingdom,GB,Shutdown,GCR,MAGNOX,1962-05-01,1967-12-31,2012-02-29,300.0,2015-05-24T04:51:11+03:00,WNA/IAEA,237.0
225,Fort St. Vrain,40.244,-104.874,United States,US,Shutdown,HTGR,,1968-09-01,1979-07-01,1989-08-29,330.0,2015-05-24T04:51:42+03:00,WNA/IAEA,623.0
427,Leningrad 2-3,59.837,29.039,Russia,RU,Planned,PWR,VVER V-491,,,,1085.0,,Wikipedia,
654,St. Laurent-A1,47.724,1.582,France,FR,Shutdown,GCR,UNGG,1963-10-01,1969-06-01,1990-04-18,480.0,2015-05-24T04:51:06+03:00,WNA/IAEA,225.0
619,Shimane-1,35.537,132.999,Japan,JP,Shutdown,BWR,BWR-3,1970-07-02,1974-03-29,2015-04-30,439.0,2015-05-24T04:51:30+03:00,WNA/IAEA,387.0
331,Hunterston-B2,55.722,-4.893,United Kingdom,GB,Shutdown,GCR,AGR,1967-11-01,1977-04-01,2022-01-07,624.0,2022-04-21T20:26:19+03:00,WNA/IAEA,247.0
446,Lucens,46.693,6.827,Switzerland,CH,Shutdown,HWGCR,HWGCR: 2-loops,1962-04-01,,1969-01-21,6.0,2015-05-24T04:51:57+03:00,WNA/IAEA,966.0
496,Oconee-2,34.796,-82.894,United States,US,Operational,PWR,B&W LLP (DRYAMB),1967-11-06,1974-09-09,,887.0,2017-02-10T23:58:08+02:00,WNA/IAEA,625.0
178,Diablo Canyon-1,35.212,-120.854,United States,US,Operational,PWR,WH 4LP (DRYAMB),1968-04-23,1985-05-07,,1084.0,2017-02-10T23:58:09+02:00,WNA/IAEA,628.0
550,Piqua,40.132222,-84.234722,United States,US,Shutdown,OCR,OCM (Organically Cooled and Moderated Reactor),1960-01-01,1963-11-01,1966-01-01,11.0,2015-05-24T04:54:13+03:00,IAEA,894.0
406,Kudankulam-5,8.16627,77.708,India,IN,Under Construction,PWR,VVERV412,2021-06-29,,,917.0,2022-09-24T22:33:57+03:00,WNA/IAEA,1108.0
165,Dampierre-2,47.732,2.513,France,FR,Operational,PWR,CP1,1975-04-01,1981-02-16,,890.0,2015-05-24T04:50:53+03:00,WNA/IAEA,183.0
250,Genkai-4,33.518,129.837,Japan,JP,Operational,PWR,M (4-loop),1992-07-15,1997-07-25,,1127.0,2015-05-24T04:51:29+03:00,WNA/IAEA,373.0
